name,dob,gender,aadhaar_number,address,name_length,name_type,dob_valid,masked_aadhaar,aadhaar_number_length,aadhaar_number_type,address_length,address_type,aadhaar_valid
Spencer Spence,24/05/1998,Female,XXXX XXXX 0905,"28026 Li Cliff, Lake Isabelstad, MH 26524",14,Valid,Valid,Valid,14,Invalid,41.0,Valid,Valid
Danielle Dickson,15/01/1962,Female,XXXX XXXX 9121,"26828 Duncan Garden, New Raymondville, AZ 71121",16,Valid,Valid,Valid,14,Invalid,47.0,Valid,Valid
Patricia Bond,08/03/1981,Male,XXXX XXXX 0904,"94601 Lewis Locks Suite 596, South Amber, AK 99089",13,Valid,Valid,Valid,14,Invalid,50.0,Valid,Valid
Joseph Clark,17/09/1962,Other,XXXX XXXX 9068,"3782 Robert Village Apt. 341, Ramirezbury, KS 22262",12,Valid,Valid,Valid,14,Invalid,51.0,Valid,Valid
Stephanie Johnson,05/08/1946,Other,XXXX XXXX 3490,"3800 Mary Vista, Lake Alicia, MS 85654",17,Valid,Valid,Valid,14,Invalid,38.0,Valid,Valid
Mr. Travis Lam,18/12/1998,Male,XXXX XXXX 9355,"795 Bishop Estate, West Bobby, LA 25549",14,Valid,Valid,Valid,14,Invalid,39.0,Valid,Valid
Samantha Chen,24/01/2002,Other,XXXX XXXX 8025,"98210 Jennifer Lakes, Hicksstad, MN 46613",13,Valid,Valid,Valid,14,Invalid,41.0,Valid,Valid
Anna Martinez,09/02/1991,Male,XXXX XXXX 9913,"246 Nicole Rapids, Joshuaborough, OK 16450",13,Valid,Valid,Valid,14,Invalid,42.0,Valid,Valid
Jason Murray,30/05/1987,Male,XXXX XXXX 6759,"PSC 7143, Box 2063, APO AA 54380",12,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Darren Underwood,04/10/1955,Female,XXXX XXXX 1624,"Unit 4660 Box 0211, DPO AE 04594",16,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Preston Cooper,29/10/1986,Female,XXXX XXXX 7316,"76099 Thomas Highway, Port Hayleyview, IA 86899",14,Valid,Valid,Valid,14,Invalid,47.0,Valid,Valid
Nicholas Woods,20/10/1957,Other,XXXX XXXX 0263,"USCGC Yoder, FPO AP 98567",14,Valid,Valid,Valid,14,Invalid,25.0,Valid,Valid
Joshua Ayers,12/08/1969,Other,XXXX XXXX 3112,"914 Smith Harbors Apt. 523, Michaelville, OK 05555",12,Valid,Valid,Valid,14,Invalid,50.0,Valid,Valid
Travis Sampson,19/10/1964,Other,XXXX XXXX 5767,"Unit 4793 Box 5525, DPO AE 27832",14,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Nicole Hopkins,19/09/1980,Female,XXXX XXXX 4850,"3008 Flores Highway, Elizabethborough, UT 15246",14,Valid,Valid,Valid,14,Invalid,47.0,Valid,Valid
Glenn Hopkins,30/10/1963,Male,XXXX XXXX 3134,"516 Fowler Lights Suite 602, West Randallmouth, WA 78120",13,Valid,Valid,Valid,14,Invalid,56.0,Valid,Valid
Max Chavez,01/03/1999,Female,XXXX XXXX 9106,"73539 John Causeway, Bonnieshire, MS 10928",10,Valid,Valid,Valid,14,Invalid,42.0,Valid,Valid
Jodi Pratt,30/11/1973,Other,XXXX XXXX 1507,"8786 Justin Underpass, Port Joshua, MT 83089",10,Valid,Valid,Valid,14,Invalid,44.0,Valid,Valid
Beth Dougherty,09/01/1966,Female,XXXX XXXX 7043,"00126 Jeffrey Manor Apt. 336, West Glendaview, MO 59210",14,Valid,Valid,Valid,14,Invalid,55.0,Valid,Valid
Kyle Perez Jr.,08/05/1993,Female,XXXX XXXX 8347,"0184 Powell Land Apt. 820, South Maria, PW 15423",14,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
Caroline Miles,06/09/1965,Other,XXXX XXXX 2141,"250 Susan Hollow, Smithshire, IA 38862",14,Valid,Valid,Valid,14,Invalid,38.0,Valid,Valid
Tara Smith,13/05/1948,Other,XXXX XXXX 6379,"130 Marcus Trafficway, Wesleyberg, KS 97112",10,Valid,Valid,Valid,14,Invalid,43.0,Valid,Valid
Christopher Rose,03/12/1953,Female,XXXX XXXX 6098,"2437 Amanda Overpass Apt. 478, West Deborah, PW 65483",16,Valid,Valid,Valid,14,Invalid,53.0,Valid,Valid
Joseph Williams,19/06/1947,Other,XXXX XXXX 0493,"100 Michael Forest Suite 341, South Kristafurt, MT 32558",15,Valid,Valid,Valid,14,Invalid,56.0,Valid,Valid
Brian Lambert,14/11/1952,Other,XXXX XXXX 9272,"816 Thomas Prairie Suite 449, Port Michaelland, DE 66318",13,Valid,Valid,Valid,14,Invalid,56.0,Valid,Valid
Dawn Aguilar,23/07/1979,Other,XXXX XXXX 7120,"163 Laura Trail Apt. 796, New John, AL 94010",12,Valid,Valid,Valid,14,Invalid,44.0,Valid,Valid
Steven Murphy,11/09/1968,Other,XXXX XXXX 5229,"73046 Vincent Mews Suite 988, Hicksfurt, PA 20478",13,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Bradley Hutchinson,26/09/1968,Female,XXXX XXXX 8313,"593 Murphy Wall, Jenniferhaven, AR 83329",18,Valid,Valid,Valid,14,Invalid,40.0,Valid,Valid
Carl Jackson,25/10/2000,Other,XXXX XXXX 1623,"0025 Lindsey Extension, Jacquelinechester, AK 55280",12,Valid,Valid,Valid,14,Invalid,51.0,Valid,Valid
Audrey Hernandez,11/11/1952,Male,XXXX XXXX 3018,"USS Hodges, FPO AE 04616",16,Valid,Valid,Valid,14,Invalid,24.0,Valid,Valid
Tiffany Perry,12/01/1990,Male,XXXX XXXX 1485,"Unit 9592 Box 0335, DPO AA 06174",13,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Adam Bush,23/06/1948,Other,XXXX XXXX 4958,"35231 Andrade Locks Suite 265, North Gary, FM 56700",9,Valid,Valid,Valid,14,Invalid,51.0,Valid,Valid
Alexander Doyle,06/08/1970,Female,XXXX XXXX 1484,"72844 Brandi Well, Paulside, RI 49353",15,Valid,Valid,Valid,14,Invalid,37.0,Valid,Valid
Stephanie Tucker,31-02-2000,Unknown,23895558208183566,"300 Murphy Lane, Lake Kristifurt, IA 08338",16,Valid,Invalid,Invalid,17,Invalid,42.0,Valid,Invalid
Cassidy Jones,30/04/1953,Male,XXXX XXXX 4868,"37014 Tonya Crossing Apt. 170, Johnfort, AK 09285",13,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Douglas Anderson,27/11/2003,Female,XXXX XXXX 6167,"16978 Lance Motorway Apt. 970, East April, DC 36074",16,Valid,Valid,Valid,14,Invalid,51.0,Valid,Valid
Chad Williams,10/03/1984,Male,XXXX XXXX 5303,"50896 Hailey Grove Suite 950, Rogerfort, WY 82503",13,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
James Fuentes,09/06/1951,Female,XXXX XXXX 7636,"425 Janet Lights, North Heather, NH 41760",13,Valid,Valid,Valid,14,Invalid,41.0,Valid,Valid
Nancy Collins,12/01/1992,Male,XXXX XXXX 3850,"3210 Allison Spring, Carrieshire, AL 87398",13,Valid,Valid,Valid,14,Invalid,42.0,Valid,Valid
Anthony Vang,08/01/1992,Female,XXXX XXXX 0210,"414 Robert Plaza Suite 282, Williamsstad, MN 80583",12,Valid,Valid,Valid,14,Invalid,50.0,Valid,Valid
Beth Hess,23/11/2001,Other,XXXX XXXX 8092,"71968 Chen Parkway, Carrilloside, OK 76364",9,Valid,Valid,Valid,14,Invalid,42.0,Valid,Valid
Jeremy Rodriguez,11/03/1960,Female,XXXX XXXX 5629,"1663 Jones Tunnel, Robertmouth, FL 52483",16,Valid,Valid,Valid,14,Invalid,40.0,Valid,Valid
Alexander Davis,13/07/2000,Other,XXXX XXXX 2647,"34695 Mark Underpass Suite 224, Lake Lauren, MO 47530",15,Valid,Valid,Valid,14,Invalid,53.0,Valid,Valid
Amy Dawson,21/01/1956,Female,XXXX XXXX 3446,"9765 Daniel Fords, South Leroyfort, CT 89424",10,Valid,Valid,Valid,14,Invalid,44.0,Valid,Valid
Daniel Hall,22/12/1974,Other,XXXX XXXX 2172,"0227 Daniel Walks, North Laura, TN 74207",11,Valid,Valid,Valid,14,Invalid,40.0,Valid,Valid
Richard Bennett,10/06/1967,Other,XXXX XXXX 4002,"6576 Ashley Landing, Kaylamouth, AR 86315",15,Valid,Valid,Valid,14,Invalid,41.0,Valid,Valid
April Anderson,17/06/1982,Other,XXXX XXXX 5239,"903 Santos Rapid, West Stephenshire, MS 87075",14,Valid,Valid,Valid,14,Invalid,45.0,Valid,Valid
Connie Oconnor,07/07/2001,Female,XXXX XXXX 1106,"04884 Rogers Isle Apt. 607, Wyattton, MO 79243",14,Valid,Valid,Valid,14,Invalid,46.0,Valid,Valid
Mrs. Victoria Parker,22/03/1967,Other,XXXX XXXX 6322,"PSC 0029, Box 4681, APO AA 84722",20,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Leonard Levine,18/07/2004,Male,XXXX XXXX 2130,"208 Davis Path Suite 823, Kramerhaven, SC 18232",14,Valid,Valid,Valid,14,Invalid,47.0,Valid,Valid
Nicole Hernandez,30/11/1964,Female,XXXX XXXX 0178,"12095 Angela Common, East Kaitlin, MI 39879",16,Valid,Valid,Valid,14,Invalid,43.0,Valid,Valid
Bryan Park,03/03/1998,Other,XXXX XXXX 4588,"8548 Nicholas Walk, Coxmouth, CO 99554",10,Valid,Valid,Valid,14,Invalid,38.0,Valid,Valid
Alexa Bowman,13/12/1973,Male,XXXX XXXX 7562,"00142 Ford Passage Apt. 826, Whitemouth, WV 85923",12,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Jennifer Boone,06/12/1981,Female,XXXX XXXX 8506,"73135 Cline Turnpike, Robertside, TX 91532",14,Valid,Valid,Valid,14,Invalid,42.0,Valid,Valid
Debbie Patrick,13/08/1974,Female,XXXX XXXX 9795,"425 Martin Shoal Suite 016, New Nathanside, CO 20332",14,Valid,Valid,Valid,14,Invalid,52.0,Valid,Valid
Andrew Young,24/04/1954,Other,XXXX XXXX 5262,"24800 Jennifer Well Suite 136, Thompsonfort, MS 31349",12,Valid,Valid,Valid,14,Invalid,53.0,Valid,Valid
James Spence,11/08/1944,Other,XXXX XXXX 2825,"PSC 4077, Box 2447, APO AP 67256",12,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Laurie Haynes,23/12/1970,Male,XXXX XXXX 8529,"64901 Krueger Port Apt. 179, Port Ashleyfurt, VI 14597",13,Valid,Valid,Valid,14,Invalid,54.0,Valid,Valid
Kayla Chang,13/11/2003,Female,XXXX XXXX 5787,"Unit 9702 Box 1000, DPO AP 41212",11,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Russell Johnson,05/01/1960,Other,XXXX XXXX 2132,"09449 Alyssa Parkways Apt. 043, Port Lisa, SD 81590",15,Valid,Valid,Valid,14,Invalid,51.0,Valid,Valid
Megan Martin,01/04/1953,Female,XXXX XXXX 2793,"43337 Sara Divide Suite 155, Kathleenmouth, DC 94387",12,Valid,Valid,Valid,14,Invalid,52.0,Valid,Valid
Rebecca Taylor,19/04/1971,Male,XXXX XXXX 1460,"038 Kelly Court, Port Kimville, CO 44374",14,Valid,Valid,Valid,14,Invalid,40.0,Valid,Valid
Steven Brown,01/04/1979,Female,XXXX XXXX 9886,"8805 Norris Island Apt. 726, Port Kathleen, GU 31145",12,Valid,Valid,Valid,14,Invalid,52.0,Valid,Valid
Christopher Simpson,11/06/1975,Female,XXXX XXXX 2847,"9094 Katherine Port Apt. 732, West Brianchester, AL 02980",19,Valid,Valid,Valid,14,Invalid,57.0,Valid,Valid
Timothy Brown,06/09/1950,Male,XXXX XXXX 2332,"12085 Amy Mission Suite 746, South Jordanshire, GA 62519",13,Valid,Valid,Valid,14,Invalid,56.0,Valid,Valid
Anthony Myers,07/01/1992,Male,XXXX XXXX 0557,"59709 Howell Port, South George, FM 56501",13,Valid,Valid,Valid,14,Invalid,41.0,Valid,Valid
Chris Mclean,30/11/1967,Other,XXXX XXXX 2395,"209 Zuniga Road, Lynnview, UT 73599",12,Valid,Valid,Valid,14,Invalid,35.0,Valid,Valid
Ashley Smith,13/02/1968,Other,XXXX XXXX 1550,"30379 Raymond Station Apt. 118, West Tiffany, SD 45967",12,Valid,Valid,Valid,14,Invalid,54.0,Valid,Valid
Nathaniel Vazquez,24/07/1970,Female,XXXX XXXX 5567,"378 Bennett Isle Suite 921, East Sharon, MD 24080",17,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Jacob Goodwin,05/04/2002,Other,XXXX XXXX 6026,"37649 Raymond Center Suite 489, North Shannon, VI 62985",13,Valid,Valid,Valid,14,Invalid,55.0,Valid,Valid
Michelle Miller,21/02/1946,Male,XXXX XXXX 8889,"30682 Anthony Tunnel, Donaldberg, MP 43441",15,Valid,Valid,Valid,14,Invalid,42.0,Valid,Valid
Courtney Thompson,24/02/1998,Female,XXXX XXXX 5924,"600 Michael Causeway Apt. 088, Ortizborough, OR 82979",17,Valid,Valid,Valid,14,Invalid,53.0,Valid,Valid
Christopher Dean,24/10/1985,Other,XXXX XXXX 1058,"PSC 5629, Box 4330, APO AA 54049",16,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Amy Maddox,02/02/1964,Other,XXXX XXXX 2362,"576 Jennifer Overpass, Bradleyfurt, MO 40124",10,Valid,Valid,Valid,14,Invalid,44.0,Valid,Valid
Dennis Wood,14/02/1967,Other,XXXX XXXX 0486,"34874 Rhodes Trail, Lake Lisamouth, FL 07865",11,Valid,Valid,Valid,14,Invalid,44.0,Valid,Valid
Kathryn King,09/05/2001,Female,XXXX XXXX 5993,"9090 Collins Unions Suite 339, Delacruzport, PR 06813",12,Valid,Valid,Valid,14,Invalid,53.0,Valid,Valid
Brianna Huang,14/04/1972,Other,XXXX XXXX 5414,"USCGC Mcmillan, FPO AE 77360",13,Valid,Valid,Valid,14,Invalid,28.0,Valid,Valid
Christine Ramirez,15/01/2002,Other,XXXX XXXX 9064,"1935 Michael Groves Suite 774, Port Ericshire, NV 41958",17,Valid,Valid,Valid,14,Invalid,55.0,Valid,Valid
Sharon Barnes,15/05/1962,Female,XXXX XXXX 5077,"86960 Michael Rapids, Markchester, AS 77674",13,Valid,Valid,Valid,14,Invalid,43.0,Valid,Valid
Paul Davis,18/07/1956,Male,XXXX XXXX 4515,"5906 Debbie Expressway Apt. 431, Randolphborough, KS 81238",10,Valid,Valid,Valid,14,Invalid,58.0,Valid,Valid
Travis Hawkins,10/03/1997,Other,XXXX XXXX 4922,"656 Ho Village Apt. 878, Christensenmouth, DC 30234",14,Valid,Valid,Valid,14,Invalid,51.0,Valid,Valid
Tammy Underwood,24/04/1961,Female,XXXX XXXX 4694,"37342 Wright Divide, Englishfurt, KY 38622",15,Valid,Valid,Valid,14,Invalid,42.0,Valid,Valid
Alyssa Rodriguez,12/02/2003,Male,XXXX XXXX 5114,"28844 Sharon Way, New Tiffany, AZ 34642",16,Valid,Valid,Valid,14,Invalid,39.0,Valid,Valid
Keith Schwartz,23/11/1976,Male,XXXX XXXX 8757,"66938 Ross Underpass Suite 954, West Danielberg, KY 87914",14,Valid,Valid,Valid,14,Invalid,57.0,Valid,Valid
Robert Logan,09/11/1998,Female,XXXX XXXX 5974,"87148 Sarah Bridge Apt. 525, Thomasburgh, MN 57061",12,Valid,Valid,Valid,14,Invalid,50.0,Valid,Valid
Adrian Williams,16/04/1958,Female,XXXX XXXX 6247,"9978 Brittany Mill, Walkerview, PA 74407",15,Valid,Valid,Valid,14,Invalid,40.0,Valid,Valid
Jessica Ross,02/05/1946,Female,XXXX XXXX 8627,"745 White Trail Suite 881, Roymouth, ME 93520",12,Valid,Valid,Valid,14,Invalid,45.0,Valid,Valid
Debra Reed,30/07/1965,Female,XXXX XXXX 7174,"881 Morales Oval, Kramerburgh, MI 22305",10,Valid,Valid,Valid,14,Invalid,39.0,Valid,Valid
John Conner,08/08/1996,Male,XXXX XXXX 3646,"4297 John Haven, Johnland, WI 25006",11,Valid,Valid,Valid,14,Invalid,35.0,Valid,Valid
James Simmons,01/12/1954,Female,XXXX XXXX 5374,"043 Brown Skyway Suite 726, Ronaldborough, AS 74243",13,Valid,Valid,Valid,14,Invalid,51.0,Valid,Valid
Sherri Daniel,05/03/2000,Female,XXXX XXXX 6180,"3965 Jackson Wall, East Jennifer, LA 79963",13,Valid,Valid,Valid,14,Invalid,42.0,Valid,Valid
Lauren Allen,06/11/1999,Female,XXXX XXXX 0595,"Unit 0971 Box 6036, DPO AA 53142",12,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Chad Grant,29/01/1992,Other,XXXX XXXX 5087,"6568 Noble Meadow Apt. 238, Danielland, WY 31765",10,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
Susan Hendricks,05/04/1983,Female,XXXX XXXX 4307,"4010 Michael Camp, Fordshire, NC 90450",15,Valid,Valid,Valid,14,Invalid,38.0,Valid,Valid
Susan Lee,29/05/1981,Male,XXXX XXXX 0289,"36623 Richardson Run Apt. 601, South Rebeccaview, CT 43704",9,Valid,Valid,Valid,14,Invalid,58.0,Valid,Valid
Douglas Young,01/01/1965,Female,XXXX XXXX 9703,"73359 Russell Stravenue, Port Amy, WY 16226",13,Valid,Valid,Valid,14,Invalid,43.0,Valid,Valid
Miss Donna Robinson,27/03/1953,Other,XXXX XXXX 0932,"204 Robert Junction, Edwardburgh, MD 68832",19,Valid,Valid,Valid,14,Invalid,42.0,Valid,Valid
Jacob Glover,18/10/1952,Female,XXXX XXXX 0274,"165 Christian Hills Apt. 657, Pearsonhaven, MI 47920",12,Valid,Valid,Valid,14,Invalid,52.0,Valid,Valid
Cheryl Smith,08/05/1998,Male,XXXX XXXX 4103,"6305 Christina Green Apt. 042, North Kevin, MT 87863",12,Valid,Valid,Valid,14,Invalid,52.0,Valid,Valid
Debra Sullivan,27/02/1978,Male,XXXX XXXX 6437,"87697 Lambert Lock, Lake James, ME 50297",14,Valid,Valid,Valid,14,Invalid,40.0,Valid,Valid
Robert Young,11/06/1950,Female,XXXX XXXX 4760,"7000 Graham Coves Apt. 621, Jamesside, VA 17189",12,Valid,Valid,Valid,14,Invalid,47.0,Valid,Valid
Julia Herring,01/02/1971,Male,XXXX XXXX 5683,"8545 Maxwell Pass Apt. 212, Port Andreashire, AR 97214",13,Valid,Valid,Valid,14,Invalid,54.0,Valid,Valid
Stacey Andrews,04/04/1992,Other,XXXX XXXX 1190,"69737 Judith Union, Rhondaview, PW 96785",14,Valid,Valid,Valid,14,Invalid,40.0,Valid,Valid
Scott Shaw,13/07/1947,Female,XXXX XXXX 8530,"08794 Desiree Manors, Dixonton, FL 38290",10,Valid,Valid,Valid,14,Invalid,40.0,Valid,Valid
James Sullivan,15/07/1962,Male,XXXX XXXX 5047,"0138 Shepherd Crossing, Port Christopher, MA 45467",14,Valid,Valid,Valid,14,Invalid,50.0,Valid,Valid
Debra Nelson MD,22/09/1989,Female,XXXX XXXX 4059,"94756 Holden Drives Suite 218, Lake Jeffery, MH 89951",15,Valid,Valid,Valid,14,Invalid,53.0,Valid,Valid
Jesse Frazier,05/09/1983,Female,XXXX XXXX 1172,"08041 Ryan Parkway, South Lorishire, AK 91211",13,Valid,Valid,Valid,14,Invalid,45.0,Valid,Valid
Tracy Boyle,25/01/1952,Female,XXXX XXXX 4167,"2027 Edwards Flats Suite 338, Anthonychester, NM 62342",11,Valid,Valid,Valid,14,Invalid,54.0,Valid,Valid
Kendra Williams,13/11/1973,Female,XXXX XXXX 1028,"15470 Harry Underpass, North Daniellehaven, MP 60480",15,Valid,Valid,Valid,14,Invalid,52.0,Valid,Valid
Jennifer Santos,07/09/1974,Other,XXXX XXXX 8431,"5098 Rogers Courts, Wendyfort, NY 17858",15,Valid,Valid,Valid,14,Invalid,39.0,Valid,Valid
Jaime Tucker,19/09/1951,Male,XXXX XXXX 2823,"783 Tammy Mountains, Melissafort, SC 15622",12,Valid,Valid,Valid,14,Invalid,42.0,Valid,Valid
Benjamin Smith,06/01/1966,Male,XXXX XXXX 3690,"36747 Soto Village, Lisabury, TN 49017",14,Valid,Valid,Valid,14,Invalid,38.0,Valid,Valid
Angela Marsh,04/01/1995,Male,XXXX XXXX 0672,"45285 Taylor Ridges, Littlemouth, AS 50853",12,Valid,Valid,Valid,14,Invalid,42.0,Valid,Valid
Darren Davis,08/09/1951,Male,XXXX XXXX 5811,"4430 Stacy Grove Suite 795, South Eric, NM 34286",12,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
Antonio Johnson,04/07/1960,Female,XXXX XXXX 7504,"65159 Kennedy Parkway Apt. 386, Aguilarbury, TN 47312",15,Valid,Valid,Valid,14,Invalid,53.0,Valid,Valid
Stephanie Harding,20/11/1973,Other,XXXX XXXX 6984,"84776 Christopher Pike, New Brent, VA 12540",17,Valid,Valid,Valid,14,Invalid,43.0,Valid,Valid
Jason Williams,10/03/1987,Male,XXXX XXXX 2173,"800 Moyer Fords Suite 431, Thompsonborough, NJ 24099",14,Valid,Valid,Valid,14,Invalid,52.0,Valid,Valid
Renee Burns,30/04/1944,Female,XXXX XXXX 4055,"43576 Robert Locks Apt. 271, Barrettstad, NC 13087",11,Valid,Valid,Valid,14,Invalid,50.0,Valid,Valid
James Thompson,27/02/1974,Other,XXXX XXXX 8978,"8206 Steven Branch Suite 152, Leemouth, CA 16266",14,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
Christopher Bradley,28/10/1976,Other,XXXX XXXX 4631,"1122 Edward Meadows, Joneschester, PR 99767",19,Valid,Valid,Valid,14,Invalid,43.0,Valid,Valid
Alexis Sutton,12/12/1947,Female,XXXX XXXX 2914,"27900 Anderson Isle, Kaitlynfurt, MA 78764",13,Valid,Valid,Valid,14,Invalid,42.0,Valid,Valid
Toni Patel,06/01/1971,Female,XXXX XXXX 6415,"68047 Sheppard Unions, Port Alyssafurt, AL 59470",10,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
Zachary Harris Jr.,03/09/1983,Other,XXXX XXXX 6712,"73253 Owens Mills Suite 838, Paceview, CO 63850",18,Valid,Valid,Valid,14,Invalid,47.0,Valid,Valid
Brittany Washington,11/09/2002,Male,XXXX XXXX 3880,"354 Martin Locks Apt. 731, Loristad, TX 01135",19,Valid,Valid,Valid,14,Invalid,45.0,Valid,Valid
Paige Avery,17/05/1995,Other,XXXX XXXX 3718,"3878 Daniel Center Suite 908, Faithmouth, VA 50150",11,Valid,Valid,Valid,14,Invalid,50.0,Valid,Valid
Jean Clayton,09/02/1954,Other,XXXX XXXX 1987,"682 Dakota Overpass, Colleenborough, NE 73900",12,Valid,Valid,Valid,14,Invalid,45.0,Valid,Valid
Tonya Mitchell,25/01/1946,Male,XXXX XXXX 5233,"295 Jimenez River Apt. 180, North Eric, ID 71542",14,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
Miranda Sanchez,25/02/2005,Male,XXXX XXXX 4198,"2665 Wilkins Street Apt. 866, East Jonathanstad, MI 13667",15,Valid,Valid,Valid,14,Invalid,57.0,Valid,Valid
Victoria Murray,13/11/1982,Male,XXXX XXXX 6651,"450 Avila Forge Suite 310, Timothyhaven, FL 18901",15,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Christopher Reyes,25/04/1974,Other,XXXX XXXX 7097,"USNV Gibbs, FPO AP 48640",17,Valid,Valid,Valid,14,Invalid,24.0,Valid,Valid
Douglas Hunt,19/08/2005,Male,XXXX XXXX 0115,"55471 Daniel Haven Apt. 332, Johnsonbury, MP 55684",12,Valid,Valid,Valid,14,Invalid,50.0,Valid,Valid
Joel Day,21/05/1972,Female,XXXX XXXX 3261,"539 Lisa Extensions Apt. 635, East Cynthiastad, IL 90230",8,Valid,Valid,Valid,14,Invalid,56.0,Valid,Valid
Laura Rodriguez,02/10/1968,Female,XXXX XXXX 7836,"632 Lori Parks, West Thomasport, WA 36066",15,Valid,Valid,Valid,14,Invalid,41.0,Valid,Valid
Bryce Massey,07/05/1987,Female,XXXX XXXX 2505,"351 Bowen Inlet, Port Jonathanbury, LA 31271",12,Valid,Valid,Valid,14,Invalid,44.0,Valid,Valid
Taylor King,13/07/1975,Other,XXXX XXXX 5667,"636 Kelly Ports, Griffinmouth, CO 37051",11,Valid,Valid,Valid,14,Invalid,39.0,Valid,Valid
Norman Alvarado,25/09/1981,Male,XXXX XXXX 4713,"41538 King Terrace, Mckenziemouth, NY 04221",15,Valid,Valid,Valid,14,Invalid,43.0,Valid,Valid
Latasha Johnson,21/05/1980,Male,XXXX XXXX 5140,"23552 Clark Brooks, Mistyfort, LA 85221",15,Valid,Valid,Valid,14,Invalid,39.0,Valid,Valid
Katherine Turner,26/12/1968,Other,XXXX XXXX 4306,"991 Barron Drive, Jenniferbury, ND 18413",16,Valid,Valid,Valid,14,Invalid,40.0,Valid,Valid
Stanley Adams,17/09/2002,Female,XXXX XXXX 1388,"56639 Peterson Groves Suite 437, Rogerstown, MP 37365",13,Valid,Valid,Valid,14,Invalid,53.0,Valid,Valid
Katelyn Klein,02/08/1953,Female,XXXX XXXX 3191,"768 Jeffrey Stravenue Suite 140, Morrisonburgh, SC 61269",13,Valid,Valid,Valid,14,Invalid,56.0,Valid,Valid
Hannah Figueroa,01/09/1970,Other,XXXX XXXX 7899,"1629 Jessica Trail Suite 065, Aliciastad, MS 84490",15,Valid,Valid,Valid,14,Invalid,50.0,Valid,Valid
Colleen Butler,07/09/1960,Other,XXXX XXXX 4403,"39026 Cervantes Crossing Apt. 176, Port Jamesmouth, AR 96274",14,Valid,Valid,Valid,14,Invalid,60.0,Valid,Valid
Autumn Bradley,23/11/1974,Female,XXXX XXXX 1698,"702 Dana Mall, Ortizberg, NC 35442",14,Valid,Valid,Valid,14,Invalid,34.0,Valid,Valid
Jessica Anderson,02/03/1950,Female,XXXX XXXX 8121,"76604 Obrien Fall Suite 447, Kellymouth, MT 80333",16,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Destiny King,15/03/1951,Other,XXXX XXXX 6989,"65669 Michael Run Apt. 465, Lake Tammy, MT 83016",12,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
Jackie Stevens,09/06/1969,Other,XXXX XXXX 7340,"7903 Richardson Gateway, West Krystal, NV 18635",14,Valid,Valid,Valid,14,Invalid,47.0,Valid,Valid
Charles Perez,11/06/2002,Female,XXXX XXXX 0292,"1288 Barbara Point Apt. 483, Lake Randall, DC 74588",13,Valid,Valid,Valid,14,Invalid,51.0,Valid,Valid
Latoya Torres,28/10/1968,Other,XXXX XXXX 7983,"5032 Sanchez Bridge, Zimmermanberg, PA 24761",13,Valid,Valid,Valid,14,Invalid,44.0,Valid,Valid
Mr. Carl Paul DDS,25/10/2003,Female,XXXX XXXX 6545,"3793 George Bridge Suite 241, Lake Tiffany, IN 18371",17,Valid,Valid,Valid,14,Invalid,52.0,Valid,Valid
Kathryn Stevens,26/07/1956,Other,XXXX XXXX 3823,"413 Estrada Overpass Apt. 261, Dayfort, MO 25178",15,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
Jason Howard,15/12/1984,Female,XXXX XXXX 6507,"87372 Tammy Extensions Suite 062, Christophermouth, IA 25960",12,Valid,Valid,Valid,14,Invalid,60.0,Valid,Valid
Shawn Silva,20/07/1950,Other,XXXX XXXX 4257,"28421 Burgess Wall, West Teresa, NJ 02938",11,Valid,Valid,Valid,14,Invalid,41.0,Valid,Valid
Gerald Reed,10/03/1972,Male,XXXX XXXX 1244,"327 John Valleys Suite 889, Ericfort, OH 40610",11,Valid,Valid,Valid,14,Invalid,46.0,Valid,Valid
